TotalEvent,event_date,item_id,event_name
159,20240605,211902540,add_to_cart
1671,20240605,211902540,view_item
182,20240604,211902540,add_to_cart
1793,20240604,211902540,view_item
191,20240603,211902540,add_to_cart
1974,20240603,211902540,view_item
165,20240602,211902540,add_to_cart
1977,20240602,211902540,view_item
179,20240601,211902540,add_to_cart
1751,20240601,211902540,view_item
193,20240531,211902540,add_to_cart
1747,20240531,211902540,view_item
172,20240530,211902540,add_to_cart
1620,20240530,211902540,view_item
158,20240529,211902540,add_to_cart
1652,20240529,211902540,view_item
158,20240528,211902540,add_to_cart
1537,20240528,211902540,view_item
132,20240527,211902540,add_to_cart
1555,20240527,211902540,view_item
143,20240526,211902540,add_to_cart
1570,20240526,211902540,view_item
123,20240525,211902540,add_to_cart
1324,20240525,211902540,view_item
234,20240524,211902540,add_to_cart
1735,20240524,211902540,view_item
132,20240523,211902540,add_to_cart
1194,20240523,211902540,view_item
118,20240522,211902540,add_to_cart
1101,20240522,211902540,view_item
104,20240521,211902540,add_to_cart
963,20240521,211902540,view_item
96,20240520,211902540,add_to_cart
1018,20240520,211902540,view_item
93,20240519,211902540,add_to_cart
1128,20240519,211902540,view_item
98,20240518,211902540,add_to_cart
1152,20240518,211902540,view_item
102,20240517,211902540,add_to_cart
1105,20240517,211902540,view_item
102,20240516,211902540,add_to_cart
894,20240516,211902540,view_item
114,20240515,211902540,add_to_cart
1137,20240515,211902540,view_item
104,20240514,211902540,add_to_cart
1113,20240514,211902540,view_item
115,20240513,211902540,add_to_cart
1242,20240513,211902540,view_item
108,20240512,211902540,add_to_cart
1291,20240512,211902540,view_item
80,20240511,211902540,add_to_cart
1064,20240511,211902540,view_item
98,20240510,211902540,add_to_cart
1202,20240510,211902540,view_item
94,20240509,211902540,add_to_cart
1031,20240509,211902540,view_item
81,20240508,211902540,add_to_cart
1039,20240508,211902540,view_item
84,20240507,211902540,add_to_cart
936,20240507,211902540,view_item
90,20240506,211902540,add_to_cart
1046,20240506,211902540,view_item
108,20240505,211902540,add_to_cart
1059,20240505,211902540,view_item
92,20240504,211902540,add_to_cart
1066,20240504,211902540,view_item
84,20240503,211902540,add_to_cart
1085,20240503,211902540,view_item
107,20240502,211902540,add_to_cart
1067,20240502,211902540,view_item
95,20240501,211902540,add_to_cart
1088,20240501,211902540,view_item
111,20240430,211902540,add_to_cart
1142,20240430,211902540,view_item
108,20240429,211902540,add_to_cart
1168,20240429,211902540,view_item
123,20240428,211902540,add_to_cart
1251,20240428,211902540,view_item
90,20240427,211902540,add_to_cart
1103,20240427,211902540,view_item
99,20240426,211902540,add_to_cart
1000,20240426,211902540,view_item
109,20240425,211902540,add_to_cart
1070,20240425,211902540,view_item
79,20240424,211902540,add_to_cart
1039,20240424,211902540,view_item
90,20240423,211902540,add_to_cart
971,20240423,211902540,view_item
74,20240422,211902540,add_to_cart
805,20240422,211902540,view_item
122,20240421,211902540,add_to_cart
1131,20240421,211902540,view_item
71,20240420,211902540,add_to_cart
889,20240420,211902540,view_item
69,20240419,211902540,add_to_cart
853,20240419,211902540,view_item
112,20240418,211902540,add_to_cart
939,20240418,211902540,view_item
84,20240417,211902540,add_to_cart
982,20240417,211902540,view_item
108,20240416,211902540,add_to_cart
1006,20240416,211902540,view_item
104,20240415,211902540,add_to_cart
1029,20240415,211902540,view_item
89,20240414,211902540,add_to_cart
1050,20240414,211902540,view_item
64,20240413,211902540,add_to_cart
903,20240413,211902540,view_item
89,20240412,211902540,add_to_cart
944,20240412,211902540,view_item
68,20240411,211902540,add_to_cart
825,20240411,211902540,view_item
76,20240410,211902540,add_to_cart
883,20240410,211902540,view_item
74,20240409,211902540,add_to_cart
863,20240409,211902540,view_item
68,20240408,211902540,add_to_cart
966,20240408,211902540,view_item
91,20240407,211902540,add_to_cart
1091,20240407,211902540,view_item
67,20240406,211902540,add_to_cart
941,20240406,211902540,view_item
78,20240405,211902540,add_to_cart
955,20240405,211902540,view_item
78,20240404,211902540,add_to_cart
969,20240404,211902540,view_item
78,20240403,211902540,add_to_cart
1005,20240403,211902540,view_item
107,20240402,211902540,add_to_cart
1000,20240402,211902540,view_item
94,20240401,211902540,add_to_cart
974,20240401,211902540,view_item
109,20240331,211902540,add_to_cart
1074,20240331,211902540,view_item
109,20240330,211902540,add_to_cart
953,20240330,211902540,view_item
95,20240329,211902540,add_to_cart
924,20240329,211902540,view_item
104,20240328,211902540,add_to_cart
942,20240328,211902540,view_item
138,20240327,211902540,add_to_cart
1038,20240327,211902540,view_item
96,20240326,211902540,add_to_cart
921,20240326,211902540,view_item
80,20240325,211902540,add_to_cart
931,20240325,211902540,view_item
120,20240324,211902540,add_to_cart
1027,20240324,211902540,view_item
121,20240323,211902540,add_to_cart
988,20240323,211902540,view_item
116,20240322,211902540,add_to_cart
891,20240322,211902540,view_item
61,20240321,211902540,add_to_cart
740,20240321,211902540,view_item
58,20240320,211902540,add_to_cart
761,20240320,211902540,view_item
48,20240319,211902540,add_to_cart
808,20240319,211902540,view_item
79,20240318,211902540,add_to_cart
934,20240318,211902540,view_item
67,20240317,211902540,add_to_cart
994,20240317,211902540,view_item
49,20240316,211902540,add_to_cart
739,20240316,211902540,view_item
61,20240315,211902540,add_to_cart
692,20240315,211902540,view_item
67,20240314,211902540,add_to_cart
810,20240314,211902540,view_item
78,20240313,211902540,add_to_cart
907,20240313,211902540,view_item
54,20240312,211902540,add_to_cart
866,20240312,211902540,view_item
59,20240311,211902540,add_to_cart
805,20240311,211902540,view_item
64,20240310,211902540,add_to_cart
878,20240310,211902540,view_item
53,20240309,211902540,add_to_cart
777,20240309,211902540,view_item
49,20240308,211902540,add_to_cart
834,20240308,211902540,view_item
61,20240307,211902540,add_to_cart
827,20240307,211902540,view_item
60,20240306,211902540,add_to_cart
842,20240306,211902540,view_item
67,20240305,211902540,add_to_cart
797,20240305,211902540,view_item
62,20240304,211902540,add_to_cart
935,20240304,211902540,view_item
86,20240303,211902540,add_to_cart
1053,20240303,211902540,view_item
68,20240302,211902540,add_to_cart
823,20240302,211902540,view_item
68,20240301,211902540,add_to_cart
775,20240301,211902540,view_item
84,20240229,211902540,add_to_cart
816,20240229,211902540,view_item
70,20240228,211902540,add_to_cart
802,20240228,211902540,view_item
69,20240227,211902540,add_to_cart
719,20240227,211902540,view_item
78,20240226,211902540,add_to_cart
742,20240226,211902540,view_item
74,20240225,211902540,add_to_cart
645,20240225,211902540,view_item
57,20240224,211902540,add_to_cart
633,20240224,211902540,view_item
59,20240223,211902540,add_to_cart
615,20240223,211902540,view_item
54,20240222,211902540,add_to_cart
567,20240222,211902540,view_item
48,20240221,211902540,add_to_cart
544,20240221,211902540,view_item
58,20240220,211902540,add_to_cart
586,20240220,211902540,view_item
52,20240219,211902540,add_to_cart
600,20240219,211902540,view_item
38,20240218,211902540,add_to_cart
637,20240218,211902540,view_item
50,20240217,211902540,add_to_cart
544,20240217,211902540,view_item
54,20240216,211902540,add_to_cart
573,20240216,211902540,view_item
53,20240215,211902540,add_to_cart
599,20240215,211902540,view_item
73,20240214,211902540,add_to_cart
692,20240214,211902540,view_item
84,20240213,211902540,add_to_cart
1002,20240213,211902540,view_item
107,20240212,211902540,add_to_cart
1353,20240212,211902540,view_item
126,20240211,211902540,add_to_cart
1898,20240211,211902540,view_item
99,20240210,211902540,add_to_cart
1342,20240210,211902540,view_item
105,20240209,211902540,add_to_cart
1385,20240209,211902540,view_item
104,20240208,211902540,add_to_cart
1398,20240208,211902540,view_item
82,20240207,211902540,add_to_cart
1376,20240207,211902540,view_item
112,20240206,211902540,add_to_cart
1611,20240206,211902540,view_item
97,20240205,211902540,add_to_cart
1662,20240205,211902540,view_item
75,20240204,211902540,add_to_cart
2354,20240204,211902540,view_item
96,20240203,211902540,add_to_cart
2062,20240203,211902540,view_item
78,20240202,211902540,add_to_cart
1565,20240202,211902540,view_item
65,20240201,211902540,add_to_cart
1099,20240201,211902540,view_item
58,20240131,211902540,add_to_cart
741,20240131,211902540,view_item
92,20240130,211902540,add_to_cart
869,20240130,211902540,view_item
77,20240129,211902540,add_to_cart
1134,20240129,211902540,view_item
86,20240128,211902540,add_to_cart
1184,20240128,211902540,view_item
61,20240127,211902540,add_to_cart
1050,20240127,211902540,view_item
60,20240126,211902540,add_to_cart
865,20240126,211902540,view_item
58,20240125,211902540,add_to_cart
851,20240125,211902540,view_item
65,20240124,211902540,add_to_cart
966,20240124,211902540,view_item
62,20240123,211902540,add_to_cart
1028,20240123,211902540,view_item
107,20240122,211902540,add_to_cart
1216,20240122,211902540,view_item
82,20240121,211902540,add_to_cart
1208,20240121,211902540,view_item
57,20240120,211902540,add_to_cart
1046,20240120,211902540,view_item
82,20240119,211902540,add_to_cart
1185,20240119,211902540,view_item
70,20240118,211902540,add_to_cart
998,20240118,211902540,view_item
82,20240117,211902540,add_to_cart
894,20240117,211902540,view_item
82,20240116,211902540,add_to_cart
883,20240116,211902540,view_item
75,20240115,211902540,add_to_cart
883,20240115,211902540,view_item
89,20240114,211902540,add_to_cart
839,20240114,211902540,view_item
80,20240113,211902540,add_to_cart
800,20240113,211902540,view_item
80,20240112,211902540,add_to_cart
859,20240112,211902540,view_item
86,20240111,211902540,add_to_cart
909,20240111,211902540,view_item
74,20240110,211902540,add_to_cart
910,20240110,211902540,view_item
73,20240109,211902540,add_to_cart
844,20240109,211902540,view_item
103,20240108,211902540,add_to_cart
1031,20240108,211902540,view_item
111,20240107,211902540,add_to_cart
1299,20240107,211902540,view_item
102,20240106,211902540,add_to_cart
1236,20240106,211902540,view_item
99,20240105,211902540,add_to_cart
1078,20240105,211902540,view_item
103,20240104,211902540,add_to_cart
1379,20240104,211902540,view_item
129,20240103,211902540,add_to_cart
1572,20240103,211902540,view_item
137,20240102,211902540,add_to_cart
1941,20240102,211902540,view_item
109,20240101,211902540,add_to_cart
1663,20240101,211902540,view_item
132,20231231,211902540,add_to_cart
1254,20231231,211902540,view_item
161,20231230,211902540,add_to_cart
1739,20231230,211902540,view_item
186,20231229,211902540,add_to_cart
2025,20231229,211902540,view_item
175,20231228,211902540,add_to_cart
2167,20231228,211902540,view_item
155,20231227,211902540,add_to_cart
1921,20231227,211902540,view_item
152,20231226,211902540,add_to_cart
1985,20231226,211902540,view_item
133,20231225,211902540,add_to_cart
1638,20231225,211902540,view_item
92,20231224,211902540,add_to_cart
1284,20231224,211902540,view_item
116,20231223,211902540,add_to_cart
1520,20231223,211902540,view_item
184,20231222,211902540,add_to_cart
1687,20231222,211902540,view_item
216,20231221,211902540,add_to_cart
2009,20231221,211902540,view_item
258,20231220,211902540,add_to_cart
2214,20231220,211902540,view_item
291,20231219,211902540,add_to_cart
2665,20231219,211902540,view_item
297,20231218,211902540,add_to_cart
2897,20231218,211902540,view_item
254,20231217,211902540,add_to_cart
2682,20231217,211902540,view_item
189,20231216,211902540,add_to_cart
2080,20231216,211902540,view_item
192,20231215,211902540,add_to_cart
2178,20231215,211902540,view_item
240,20231214,211902540,add_to_cart
2293,20231214,211902540,view_item
198,20231213,211902540,add_to_cart
2313,20231213,211902540,view_item
224,20231212,211902540,add_to_cart
2375,20231212,211902540,view_item
287,20231211,211902540,add_to_cart
2934,20231211,211902540,view_item
229,20231210,211902540,add_to_cart
2517,20231210,211902540,view_item
158,20231209,211902540,add_to_cart
1734,20231209,211902540,view_item
147,20231208,211902540,add_to_cart
1698,20231208,211902540,view_item
166,20231207,211902540,add_to_cart
1577,20231207,211902540,view_item
152,20231206,211902540,add_to_cart
1445,20231206,211902540,view_item
133,20231205,211902540,add_to_cart
1203,20231205,211902540,view_item
122,20231204,211902540,add_to_cart
1110,20231204,211902540,view_item
156,20231203,211902540,add_to_cart
1431,20231203,211902540,view_item
100,20231202,211902540,add_to_cart
1192,20231202,211902540,view_item
109,20231201,211902540,add_to_cart
1010,20231201,211902540,view_item
83,20231130,211902540,add_to_cart
667,20231130,211902540,view_item
88,20231129,211902540,add_to_cart
786,20231129,211902540,view_item
147,20231128,211902540,add_to_cart
1306,20231128,211902540,view_item
281,20231127,211902540,add_to_cart
2685,20231127,211902540,view_item
292,20231126,211902540,add_to_cart
2516,20231126,211902540,view_item
239,20231125,211902540,add_to_cart
2098,20231125,211902540,view_item
304,20231124,211902540,add_to_cart
2328,20231124,211902540,view_item
256,20231123,211902540,add_to_cart
2290,20231123,211902540,view_item
209,20231122,211902540,add_to_cart
2153,20231122,211902540,view_item
259,20231121,211902540,add_to_cart
3030,20231121,211902540,view_item
243,20231120,211902540,add_to_cart
2770,20231120,211902540,view_item
184,20231119,211902540,add_to_cart
1844,20231119,211902540,view_item
195,20231118,211902540,add_to_cart
2349,20231118,211902540,view_item
233,20231117,211902540,add_to_cart
2699,20231117,211902540,view_item
190,20231116,211902540,add_to_cart
1904,20231116,211902540,view_item
198,20231115,211902540,add_to_cart
1449,20231115,211902540,view_item
195,20231114,211902540,add_to_cart
1287,20231114,211902540,view_item
153,20231113,211902540,add_to_cart
1203,20231113,211902540,view_item
95,20231112,211902540,add_to_cart
890,20231112,211902540,view_item
79,20231111,211902540,add_to_cart
674,20231111,211902540,view_item
99,20231110,211902540,add_to_cart
617,20231110,211902540,view_item
181,20231109,211902540,add_to_cart
984,20231109,211902540,view_item
88,20231108,211902540,add_to_cart
863,20231108,211902540,view_item
77,20231107,211902540,add_to_cart
828,20231107,211902540,view_item
83,20231106,211902540,add_to_cart
852,20231106,211902540,view_item
80,20231105,211902540,add_to_cart
799,20231105,211902540,view_item
65,20231104,211902540,add_to_cart
740,20231104,211902540,view_item
50,20231103,211902540,add_to_cart
733,20231103,211902540,view_item
62,20231102,211902540,add_to_cart
700,20231102,211902540,view_item
86,20231101,211902540,add_to_cart
738,20231101,211902540,view_item
72,20231031,211902540,add_to_cart
714,20231031,211902540,view_item
91,20231030,211902540,add_to_cart
837,20231030,211902540,view_item
112,20231029,211902540,add_to_cart
805,20231029,211902540,view_item
109,20231028,211902540,add_to_cart
841,20231028,211902540,view_item
125,20231027,211902540,add_to_cart
798,20231027,211902540,view_item
78,20231026,211902540,add_to_cart
689,20231026,211902540,view_item
63,20231025,211902540,add_to_cart
747,20231025,211902540,view_item
63,20231024,211902540,add_to_cart
731,20231024,211902540,view_item
59,20231023,211902540,add_to_cart
679,20231023,211902540,view_item
70,20231022,211902540,add_to_cart
699,20231022,211902540,view_item
60,20231021,211902540,add_to_cart
559,20231021,211902540,view_item
76,20231020,211902540,add_to_cart
583,20231020,211902540,view_item
107,20231019,211902540,add_to_cart
707,20231019,211902540,view_item
59,20231018,211902540,add_to_cart
557,20231018,211902540,view_item
47,20231017,211902540,add_to_cart
537,20231017,211902540,view_item
48,20231016,211902540,add_to_cart
547,20231016,211902540,view_item
63,20231015,211902540,add_to_cart
551,20231015,211902540,view_item
62,20231014,211902540,add_to_cart
534,20231014,211902540,view_item
42,20231013,211902540,add_to_cart
511,20231013,211902540,view_item
49,20231012,211902540,add_to_cart
521,20231012,211902540,view_item
49,20231011,211902540,add_to_cart
522,20231011,211902540,view_item
57,20231010,211902540,add_to_cart
686,20231010,211902540,view_item
84,20231009,211902540,add_to_cart
815,20231009,211902540,view_item
89,20231008,211902540,add_to_cart
558,20231008,211902540,view_item
63,20231007,211902540,add_to_cart
573,20231007,211902540,view_item
68,20231006,211902540,add_to_cart
666,20231006,211902540,view_item
80,20231005,211902540,add_to_cart
686,20231005,211902540,view_item
87,20231004,211902540,add_to_cart
840,20231004,211902540,view_item
126,20231003,211902540,add_to_cart
920,20231003,211902540,view_item
103,20231002,211902540,add_to_cart
804,20231002,211902540,view_item
124,20231001,211902540,add_to_cart
899,20231001,211902540,view_item
96,20230930,211902540,add_to_cart
621,20230930,211902540,view_item
102,20230929,211902540,add_to_cart
739,20230929,211902540,view_item
81,20230928,211902540,add_to_cart
639,20230928,211902540,view_item
60,20230927,211902540,add_to_cart
649,20230927,211902540,view_item
59,20230926,211902540,add_to_cart
679,20230926,211902540,view_item
87,20230925,211902540,add_to_cart
704,20230925,211902540,view_item
53,20230924,211902540,add_to_cart
651,20230924,211902540,view_item
68,20230923,211902540,add_to_cart
569,20230923,211902540,view_item
72,20230922,211902540,add_to_cart
616,20230922,211902540,view_item
79,20230921,211902540,add_to_cart
690,20230921,211902540,view_item
78,20230920,211902540,add_to_cart
623,20230920,211902540,view_item
59,20230919,211902540,add_to_cart
601,20230919,211902540,view_item
64,20230918,211902540,add_to_cart
575,20230918,211902540,view_item
79,20230917,211902540,add_to_cart
763,20230917,211902540,view_item
86,20230916,211902540,add_to_cart
679,20230916,211902540,view_item
91,20230915,211902540,add_to_cart
677,20230915,211902540,view_item
53,20230914,211902540,add_to_cart
571,20230914,211902540,view_item
74,20230913,211902540,add_to_cart
655,20230913,211902540,view_item
65,20230912,211902540,add_to_cart
612,20230912,211902540,view_item
68,20230911,211902540,add_to_cart
646,20230911,211902540,view_item
90,20230910,211902540,add_to_cart
697,20230910,211902540,view_item
50,20230909,211902540,add_to_cart
600,20230909,211902540,view_item
64,20230908,211902540,add_to_cart
636,20230908,211902540,view_item
62,20230907,211902540,add_to_cart
684,20230907,211902540,view_item
72,20230906,211902540,add_to_cart
603,20230906,211902540,view_item
127,20230905,211902540,add_to_cart
689,20230905,211902540,view_item
109,20230904,211902540,add_to_cart
740,20230904,211902540,view_item
126,20230903,211902540,add_to_cart
808,20230903,211902540,view_item
97,20230902,211902540,add_to_cart
791,20230902,211902540,view_item
84,20230901,211902540,add_to_cart
636,20230901,211902540,view_item
93,20230831,211902540,add_to_cart
688,20230831,211902540,view_item
101,20230830,211902540,add_to_cart
742,20230830,211902540,view_item
131,20230829,211902540,add_to_cart
887,20230829,211902540,view_item
117,20230828,211902540,add_to_cart
763,20230828,211902540,view_item
135,20230827,211902540,add_to_cart
876,20230827,211902540,view_item
84,20230826,211902540,add_to_cart
615,20230826,211902540,view_item
80,20230825,211902540,add_to_cart
695,20230825,211902540,view_item
126,20230824,211902540,add_to_cart
708,20230824,211902540,view_item
116,20230823,211902540,add_to_cart
610,20230823,211902540,view_item
85,20230822,211902540,add_to_cart
690,20230822,211902540,view_item
85,20230821,211902540,add_to_cart
702,20230821,211902540,view_item
88,20230820,211902540,add_to_cart
682,20230820,211902540,view_item
59,20230819,211902540,add_to_cart
597,20230819,211902540,view_item
73,20230818,211902540,add_to_cart
668,20230818,211902540,view_item
82,20230817,211902540,add_to_cart
707,20230817,211902540,view_item
85,20230816,211902540,add_to_cart
674,20230816,211902540,view_item
92,20230815,211902540,add_to_cart
692,20230815,211902540,view_item
99,20230814,211902540,add_to_cart
839,20230814,211902540,view_item
115,20230813,211902540,add_to_cart
709,20230813,211902540,view_item
72,20230812,211902540,add_to_cart
576,20230812,211902540,view_item
73,20230811,211902540,add_to_cart
606,20230811,211902540,view_item
95,20230810,211902540,add_to_cart
652,20230810,211902540,view_item
78,20230809,211902540,add_to_cart
659,20230809,211902540,view_item
93,20230808,211902540,add_to_cart
692,20230808,211902540,view_item
89,20230807,211902540,add_to_cart
653,20230807,211902540,view_item
85,20230806,211902540,add_to_cart
629,20230806,211902540,view_item
68,20230805,211902540,add_to_cart
513,20230805,211902540,view_item
97,20230804,211902540,add_to_cart
643,20230804,211902540,view_item
89,20230803,211902540,add_to_cart
684,20230803,211902540,view_item
84,20230802,211902540,add_to_cart
592,20230802,211902540,view_item
81,20230801,211902540,add_to_cart
649,20230801,211902540,view_item
82,20230731,211902540,add_to_cart
771,20230731,211902540,view_item
101,20230730,211902540,add_to_cart
725,20230730,211902540,view_item
98,20230729,211902540,add_to_cart
573,20230729,211902540,view_item
109,20230728,211902540,add_to_cart
669,20230728,211902540,view_item
128,20230727,211902540,add_to_cart
781,20230727,211902540,view_item
55,20230726,211902540,add_to_cart
551,20230726,211902540,view_item
102,20230725,211902540,add_to_cart
610,20230725,211902540,view_item
91,20230724,211902540,add_to_cart
665,20230724,211902540,view_item
86,20230723,211902540,add_to_cart
625,20230723,211902540,view_item
53,20230722,211902540,add_to_cart
519,20230722,211902540,view_item
73,20230721,211902540,add_to_cart
577,20230721,211902540,view_item
66,20230720,211902540,add_to_cart
619,20230720,211902540,view_item
68,20230719,211902540,add_to_cart
603,20230719,211902540,view_item
62,20230718,211902540,add_to_cart
616,20230718,211902540,view_item
71,20230717,211902540,add_to_cart
673,20230717,211902540,view_item
80,20230716,211902540,add_to_cart
659,20230716,211902540,view_item
67,20230715,211902540,add_to_cart
610,20230715,211902540,view_item
73,20230714,211902540,add_to_cart
661,20230714,211902540,view_item
64,20230713,211902540,add_to_cart
728,20230713,211902540,view_item
117,20230712,211902540,add_to_cart
786,20230712,211902540,view_item
